flow,head,power,rpm,efficiency
0.119108909,0.053869235,0.039484344,0.22421875,0.73754334
0.104267039,0.054010807,0.03801455,0.226027961,0.672365252
0.089036466,0.054009039,0.036502482,0.224177632,0.597914903
0.075422556,0.053894394,0.035256354,0.224958881,0.523280873
0.063339493,0.053509797,0.033922234,0.225616776,0.453472396
0.047335765,0.052858102,0.032184535,0.225945724,0.352842701
0.041203167,0.052506892,0.031818316,0.22578125,0.308600858
0.032559525,0.052088295,0.030831736,0.224794408,0.249659235
0.026776676,0.051800935,0.029910043,0.225699013,0.210476995
0.017959871,0.05138771,0.029029642,0.224917763,0.144293976
0.010585502,0.051069411,0.028563142,0.223766447,0.085900111
0,0.050606411,0.02762277,0.226274671,0
0.18716111,0.013470437,0.022966131,0.137212171,0.498238017
0.173774897,0.014709295,0.022540923,0.136101974,0.514676829
0.156929787,0.015905859,0.022000688,0.136101974,0.514936476
0.141881702,0.016897204,0.021599076,0.137664474,0.503771373
0.128383824,0.017704274,0.021207295,0.13725329,0.486441453
0.114860095,0.018416623,0.020891707,0.135115132,0.45954988
0.104447285,0.018758518,0.020573662,0.135320724,0.432226605
0.094775287,0.019065326,0.020283144,0.13490954,0.404325817
0.086114411,0.019271428,0.020020646,0.135773026,0.37621756
0.079420301,0.01941776,0.019831883,0.136225329,0.352934504
0.07059842,0.019514318,0.01953645,0.134991776,0.320059052
0.062268171,0.019563548,0.019246915,0.135444079,0.287263213
0.042691048,0.019478483,0.018602959,0.135978618,0.202879105
0.038546345,0.019442852,0.018436809,0.136965461,0.184495095
0.033520362,0.019344934,0.018228875,0.138199013,0.16145203
0.028186888,0.019203362,0.018032739,0.136677632,0.136235447
0.024735191,0.019096945,0.01790788,0.135074013,0.119718814
0.019421784,0.018944425,0.017754019,0.135197368,0.0940592
0.015983189,0.018841612,0.017630143,0.135197368,0.077527016
0.010612887,0.018706431,0.017481197,0.135978618,0.051544308
0.006352269,0.018602598,0.017362238,0.135032895,0.030890448
0,0.01847347,0.017186747,0.136307566,0
0.053542138,0.011822909,0.016190827,0.106661184,0.177450991
0.052027107,0.011846232,0.016163791,0.102220395,0.173058971
0.051203667,0.011822025,0.016149535,0.105797697,0.170121938
0.049961897,0.011838073,0.01612889,0.105098684,0.166434312
0.048946525,0.011841813,0.016102836,0.104769737,0.163367282
0.047438577,0.011818965,0.016067443,0.104810855,0.158376865
0.045880226,0.011809717,0.016030576,0.104851974,0.153406355
0.044556655,0.01180659,0.016007472,0.105550987,0.149156337
0.04305756,0.011814817,0.015976011,0.10625,0.144522502
0.041407374,0.011792106,0.015948484,0.104481908,0.138955929
0.040547696,0.011822025,0.015904242,0.10678454,0.136795714
0.036320247,0.011814137,0.015864917,0.104235197,0.12275535
0.033227153,0.011830593,0.015793148,0.105756579,0.112968761
0.0296573,0.011795166,0.015735634,0.105098684,0.100897133
0.025895751,0.011742671,0.015661898,0.105509868,0.088120797
0.021845715,0.01164999,0.015581773,0.107524671,0.074131425
0.018999794,0.011582944,0.015520326,0.104975329,0.064356793
0.014899709,0.011463743,0.015447574,0.105879934,0.050184702
0.012259413,0.011423284,0.015406774,0.106825658,0.041254977
0.008270049,0.01134325,0.015451015,0.105386513,0.027555987
0.005223226,0.011278584,0.015310426,0.105180921,0.017463589
0,0.011216093,0.015243573,0.104975329,0
